SOURCE_IMAGE,LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,MEAN_INTENSITY_CH4,MEDIAN_INTENSITY_CH4,MIN_INTENSITY_CH4,MAX_INTENSITY_CH4,TOTAL_INTENSITY_CH4,STD_INTENSITY_CH4,MEAN_INTENSITY_CH5,MEDIAN_INTENSITY_CH5,MIN_INTENSITY_CH5,MAX_INTENSITY_CH5,TOTAL_INTENSITY_CH5,STD_INTENSITY_CH5,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3,CONTRAST_CH4,SNR_CH4,CONTRAST_CH5,SNR_CH5,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID4127,4127,47,-1.0,93.79737513183007,86.41105849427333,0.0,14400.4013671875,6.0,5.0,1.0,,83.44454799627214,81.0,28.0,194.0,89536.0,26.167923400937454,114.71202236719478,101.0,12.0,255.0,123086.0,64.9865658829056,8.287045666356011,6.0,1.0,44.0,8892.0,4.381694231930067,166.83131407269337,255.0,0.0,255.0,179010.0,121.33844853606995,1.152842497670084,1.0,1.0,2.0,1237.0,0.3600034079208852,-0.05070050525275749,-0.3406181139692137,0.4119477672092204,1.0300038937093519,0.03837449650566324,0.13979007480844108,0.3214884516843692,0.6689769181133995,-0.08495712608901375,-0.5946367291269874,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID488,488,0,3830.0,182.14793483415122,75.97372267164347,0.0,16800.46826171875,7.0,9.933557282629499,1.0,,72.2563901930099,68.0,16.0,225.0,277031.0,28.70595898961128,89.14371413667189,84.0,5.0,255.0,341777.0,48.73704130083048,6.299687010954616,5.0,0.0,36.0,24153.0,3.057611000626842,253.20422535211267,255.0,0.0,255.0,970785.0,21.32642388539387,1.0,1.0,1.0,1.0,3834.0,0.0,-0.019915885391510225,-0.10229878250278568,0.5749797337179171,1.3354853471174932,-0.05731612194146387,-0.25054022002377674,0.9225847804388858,11.39472092938458,-0.09248327430145611,-Infinity,0.15654883361911692,0.4728981826797589,23.591911088237577,4.148570434960211,2.94551661934122,5.686756789622603,309.9984152873805,149.76409719876057,0.17368164029332542,0.6293626085531709,8.506050876328944
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID4025,4025,45,-1.0,92.18752618963813,75.14210949611605,0.0,16800.46826171875,7.0,5.0,1.0,,97.83783783783784,94.0,45.0,205.0,104980.0,25.041901150494553,47.11649580615098,41.0,3.0,216.0,50556.0,27.654188470247636,8.104380242311278,6.0,1.0,46.0,8696.0,4.5836248744426475,164.6924510717614,255.0,0.0,255.0,176715.0,122.01166183578687,2.0,2.0,2.0,2.0,2146.0,0.0,0.05387399350598077,0.39944779421281806,0.07325897920352072,0.23259393858896044,0.013841717135219292,0.04827925386649674,0.22254949832249116,0.49143096088075555,0.009352150994728775,Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID4121,4121,47,-1.0,93.79737513183007,86.41105849427333,0.0,16800.46826171875,7.0,5.0,1.0,,78.28052190121156,74.0,32.0,222.0,83995.0,25.213797804522944,113.93849021435229,103.0,7.0,255.0,122256.0,64.16652731714804,7.727865796831314,6.0,0.0,30.0,8292.0,3.6990994281024183,185.60577819198508,255.0,0.0,255.0,199155.0,113.54287047952755,1.152842497670084,1.0,1.0,2.0,1237.0,0.3600034079208852,-0.04724949748956459,-0.3079381170475784,0.40317103689733197,1.0204004322275921,0.06350790048415543,0.24950577223020584,0.376295207772063,0.8938789463208641,-0.08495712608901375,-0.5946367291269874,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID476,476,,127.0,9.881876826426577,18.31822006702701,0.0,16800.46826171875,7.0,1.7955789682740075,1.0,,7.78740157480315,4.0,2.0,36.0,989.0,7.14323958481229,31.433070866141733,28.0,10.0,86.0,3992.0,14.240892690485463,6.0078740157480315,5.0,1.0,13.0,763.0,2.411928238002083,244.96062992125985,255.0,0.0,255.0,31110.0,49.787230079259636,0.0,0.0,0.0,0.0,0.0,0.0,0.0941810649216139,0.1876729806200502,0.11694249315394693,0.46219062101015834,-0.028813522026949957,-0.1478019456644051,0.8005966399748783,4.375277957821892,NaN,NaN,0.1588623385991364,-0.08749773355699136,2.4288737183802382,1.4805968697715393,2.5570133006554316,1.640469305297816,10.12882091084776,12.640958958743804,0.7965420616127203,0.9616858237547892,3.971920754581711
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID477,477,7,4135.0,247.22216277571366,41.76484338170003,0.0,16800.46826171875,7.0,10.310456400512583,1.0,,82.34816247582205,78.0,11.0,239.0,340592.0,35.3770932863589,184.13636363636363,215.0,4.0,255.0,761588.0,75.69050948658024,11.153771760154738,7.0,0.0,255.0,46132.0,15.621925196161708,252.90377176015474,255.0,0.0,255.0,1046010.0,23.027640723305776,2.1905222437137333,2.0,2.0,3.0,9060.0,0.39276050650033467,0.22447047872830017,0.8534393738735685,0.8439301166104821,2.22684586322892,-0.007078523605285883,-0.01017993430486305,1.05248730964467,11.263470981723223,-0.026787802980029602,-0.3070290047028312,0.6245330433832642,1.2546148485379143,23.419336524579094,5.614413277365285,-0.1625744473351048,4.171288319474987,333.9686129807812,148.5586086371718,0.19016030723661048,0.5641445126107704,8.129147370748129
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID493,493,44,3955.0,25.430252514212718,88.16779958860533,0.0,16800.46826171875,7.0,10.07670596640706,1.0,,6.98404255319149,4.0,1.0,47.0,27573.0,6.241203481468847,89.92325227963526,77.0,3.0,255.0,355017.0,52.79797326226781,6.760891590678825,6.0,0.0,34.0,26692.0,3.2733842973976746,245.69908814589667,255.0,0.0,255.0,970020.0,47.810088258915876,0.0,0.0,0.0,0.0,0.0,0.0,-0.4998953035153262,-2.2371064707027513,0.5490426164445519,1.2073340225609148,-0.042953542250684984,-0.1853971004071933,0.8402862891925879,4.693057570009818,-1.0,-Infinity,1.206551310022691,-0.35570996426639395,21.11674928114084,5.076140566119749,3.0769432111228285,4.160000891638564,318.9973278894483,171.02251651077577,0.13705356098333615,0.5564941921858504,9.575462724542307
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID479,479,2,4572.0,256.8684722544544,67.51348166134996,0.0,16800.46826171875,7.0,10.837073253043322,1.0,,86.63262628471463,83.0,0.0,239.0,396171.0,33.73869277603763,153.54056418106276,162.0,0.0,255.0,702141.0,78.58025488544617,6.745025147605511,5.0,0.0,59.0,30845.0,4.264050915553761,252.76951672862452,255.0,0.0,255.0,1155915.0,23.747031267379644,1.0,1.0,1.0,1.0,4573.0,0.0,0.16274883963118528,0.7188118207704493,0.5932140086869961,1.4550468480026837,0.01551779704424217,0.04834301312858967,0.7571150813932731,9.172908482269312,-0.026527930679356476,-Infinity,2.2249894464870534,1.4277578848134618,28.30051809903419,6.059236188571,3.0871493048021783,4.670641186163851,368.95541668478495,181.9550617790022,0.14004108644020166,0.4647722651484342,9.472774441260958
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID4114,4114,47,-1.0,93.03979915903386,85.65348209103587,0.0,19200.53515625,8.0,5.0,1.0,,68.48928238583412,67.0,24.0,153.0,73489.0,19.5953497078987,105.40354147250699,86.0,9.0,255.0,113098.0,66.20518948173148,6.706430568499534,6.0,0.0,34.0,7196.0,3.3424739515330013,197.0130475302889,255.0,0.0,255.0,211395.0,106.93382586060355,1.2180801491146318,1.0,1.0,2.0,1307.0,0.41313468258932995,-0.08180650698933695,-0.6228066363960635,0.46264545141808155,1.0071691104268587,0.06300949844778375,0.2378604709763461,0.35762276197299786,0.9706349424264541,-0.06850298604606825,-0.43365288657925405,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID538,538,44,2635.0,20.581415092948763,90.19443625432048,0.0,19200.53515625,8.0,8.233058403082891,1.0,,6.498101746393318,5.0,1.0,39.0,17116.0,5.195256626958045,59.540242976461656,51.0,5.0,248.0,156829.0,34.45600371878727,5.976461655277145,5.0,0.0,31.0,15742.0,2.841859304728509,252.87015945330296,255.0,0.0,255.0,666060.0,23.211584736567012,0.0,0.0,0.0,0.0,0.0,0.0,-0.044640174466669895,-0.1168875905919368,0.4490471367666259,1.070989248757681,-0.0251971168106561,-0.10871903887594367,0.7658639503089991,9.449681537597781,-1.0,-Infinity,0.9964913317749696,-0.38223352269304534,17.642360649607948,4.210152955299968,-0.14720784467127582,4.190432232966451,212.94736233682687,99.92368755942917,0.26800643607607055,0.6525287498454304,6.847504403661263
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID4010,4010,45,-1.0,106.10798468976839,71.16483337911936,0.0,19200.53515625,8.0,5.0,1.0,,109.10251630941286,111.0,31.0,213.0,117067.0,31.86147610684501,35.21062441752097,29.0,2.0,129.0,37781.0,21.357878035531428,7.45479962721342,6.0,0.0,35.0,7999.0,4.4279111536509825,147.1062441752097,255.0,0.0,255.0,157845.0,126.04225884630242,2.906803355079217,3.0,2.0,3.0,3119.0,0.2908433688647881,0.05567315121864313,0.36117293479229845,0.18947681497074428,0.5252253932041878,-0.0836232686578583,-0.30726999864628274,0.39475431317047216,0.6606540417107417,0.056152924394504485,1.0627523034372763,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID531,531,2,4770.0,247.70663806682552,68.32567956181134,0.0,19200.53515625,8.0,11.06753159107003,1.0,,78.94942287513116,75.0,17.0,205.0,376194.0,27.12974861765738,141.45288562434416,138.0,8.0,255.0,674023.0,72.6030011442483,5.773137460650577,5.0,0.0,41.0,27509.0,3.2176753136069887,244.02938090241344,255.0,0.0,255.0,1162800.0,51.74664570241757,1.0,1.0,1.0,1.0,4765.0,0.0,0.15731814331044897,0.7911507355783155,0.72865536177092,1.6424833709054936,0.043089974506357175,0.14823615491074138,0.87686532428114,4.40645861814044,-0.02935088731295171,-Infinity,-2.038683110684668,0.3554689405643373,30.415441403215407,4.333691696444621,3.016446881277562,7.018367602884249,384.8144868758734,156.52034394037858,0.19738751984252312,0.6894656930084597,7.978937935512691
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID524,524,7,4539.0,222.28836119108624,45.69281819451172,0.0,19200.53515625,8.0,10.79967219295122,1.0,,77.26399294843543,74.0,14.0,194.0,350624.0,28.59561156471265,150.77434993389159,150.0,5.0,255.0,684214.0,76.00679605811872,14.199206698986337,9.0,0.0,255.0,64436.0,22.712333718999837,253.59519612163947,255.0,0.0,255.0,1150815.0,18.876706185885613,2.607977082415161,3.0,2.0,3.0,11835.0,0.4882555502940305,0.07962431626780746,0.398548164654092,0.7939934367743099,1.75590532970128,0.26280590489506567,0.26021410334708456,1.01564124166951,13.538541916257255,0.03202355556911698,0.33148701230893207,1.5390112804835203,0.8588349612531945,27.34847752990182,5.290608521371404,-0.1318539244454011,5.169249892413641,366.4131229900302,173.829360370768,0.15238233327304637,0.5510711901438364,9.081082525816571
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID535,535,0,3577.0,176.27320851252458,76.92654050737283,0.0,19200.53515625,8.0,9.59012262283313,1.0,,68.65204024594746,64.0,16.0,184.0,245637.0,27.023177236242002,86.44577976523198,80.0,7.0,255.0,309303.0,46.75846962599715,5.50363331470095,5.0,0.0,21.0,19692.0,2.569060268755398,252.50558971492453,255.0,0.0,255.0,903465.0,25.10037099415284,1.0,1.0,1.0,1.0,3578.0,0.0,-0.008334260178163713,-0.04270205534553058,0.6012660103838634,1.3884066079109594,-0.04718733960737336,-0.21218914725526328,0.906994099853717,9.569207327674299,-0.08512453087683386,-Infinity,-0.1127329240371949,0.07619622941988598,25.029047663813866,3.6391233368360214,2.9520196151609506,6.877768447819353,288.93369610227086,138.56747532692458,0.18909735259822766,0.6761733874775714,8.151963147147539
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID497,497,7,4690.0,219.49250841410364,46.79018024282005,0.0,21600.60205078125,9.0,10.974290404842312,1.0,,79.583031336602,76.0,19.0,215.0,373324.0,29.115710664956843,160.6133020677894,169.0,7.0,255.0,753437.0,73.97462039561987,18.03005755702409,11.0,0.0,255.0,84579.0,26.61785460495779,252.33638882967384,255.0,0.0,255.0,1183710.0,25.928157173611893,2.674269878490727,3.0,2.0,3.0,12545.0,0.4686969584680086,0.09603757699190517,0.4790036565037627,0.8036028562470158,1.934769883743388,0.35856701744669855,0.35755539248185014,1.0549637755416847,9.992441293377421,0.04398001807041329,0.48073562888484705,-0.9329968643802193,1.4351567116235893,27.296954252293634,5.718021564059905,2.921240863949655,4.77384597915232,378.3578679685601,179.95586334449897,0.146818448606367,0.5060995357875417,9.251552478738024
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID498,498,,884.0,140.67319096551591,59.75169875901878,0.0,21600.60205078125,9.0,4.768198011466599,1.0,,95.86809470124014,93.0,37.0,193.0,85035.0,24.911481372121376,34.240135287485906,29.0,2.0,137.0,30371.0,18.535788432201837,9.645997745208568,7.0,1.0,90.0,8556.0,8.118120862248897,250.68771138669672,255.0,0.0,255.0,222360.0,32.89768831124172,3.0,3.0,3.0,3.0,2661.0,0.0,0.015039517486048096,0.11403954884680323,0.22360788316839253,0.6751484078962517,0.06431760857673073,0.14360854427701591,0.7352659808602188,6.457673443510845,0.0,NaN,0.7508532682491565,-0.23827854479023813,11.920407856575586,2.0370190531518335,2.8411626720204106,5.851888247255915,71.42634666215342,58.246341689048954,0.2645641498481224,0.7286949361877314,6.891907421146962
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID499,499,45,3923.0,117.88641955600626,70.87490581221805,0.0,21600.60205078125,9.0,10.043508416078014,1.0,,89.28313406257949,84.0,23.0,228.0,350972.0,30.748606670219797,42.152887306029,37.0,3.0,220.0,165703.0,22.356475314339605,8.66013736962605,7.0,0.0,100.0,34043.0,5.817582009661728,252.08089544645128,255.0,0.0,255.0,990930.0,27.130015279592634,2.6194352582040192,3.0,1.0,3.0,10297.0,0.7286704310016401,0.07335558711039177,0.39688396917025753,0.446176741041321,1.1634280844077016,-0.05841223544892388,-0.18469506148875142,1.1263452353387167,9.843683420793424,0.05506967711624818,0.37526486689195454,0.7341602069712196,2.1238541933426536,15.103837635952573,9.513295626299437,0.1883591936735991,1.5876556589073216,316.89892674457127,166.9606224768472,0.14285732769455073,0.5030105047399435,9.37893813214632
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID500,500,2,4472.0,237.43804373865066,70.5334492742234,0.0,21600.60205078125,9.0,10.729867210670324,1.0,,74.11420923488735,72.0,11.0,185.0,332254.0,25.503407848476144,140.8824447914343,135.0,10.0,255.0,631576.0,67.46669406281492,6.375864376533571,5.0,0.0,69.0,28583.0,3.258109318796815,252.3834485835378,255.0,0.0,255.0,1131435.0,25.70061495524178,1.0272139192505019,1.0,1.0,2.0,4605.0,0.16272439410330275,0.10188191251887471,0.537397069104407,0.8636800556115107,1.9354367298364212,0.013445674193526639,0.05192607835183173,1.1314299141043018,10.425669444514302,-0.07326863969647593,-0.9981653665803174,-0.6663841198216701,-0.27407425338837443,21.805071631336755,6.659003056169408,-0.11247228321834496,3.274524947264422,361.6917204140577,166.8608166118038,0.16324492999488663,0.5387065753095327,8.773746476660346
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID501,501,0,3334.0,166.7099212040446,78.15088596086875,0.0,21600.60205078125,9.0,9.261009660229561,1.0,,71.51720011965301,68.0,17.0,201.0,239082.0,28.813047908898064,97.44361352078971,90.0,7.0,255.0,325754.0,50.79050482477674,6.5285671552497755,5.0,0.0,42.0,21825.0,3.1932108297064317,251.49117559078672,255.0,0.0,255.0,840735.0,29.71030832236865,1.0924319473526773,1.0,1.0,3.0,3652.0,0.405098612411084,-0.021653573995498755,-0.10987230192050308,0.7178445106423645,1.6034203051802625,-0.015644511432860858,-0.06498757262195946,1.062147803391119,8.719884917241368,-0.07182129987967305,-0.41733546785585385,-0.38042549773534,-1.1799544409747156,19.929444895411404,5.46053625742872,2.991010084061724,3.649723022770636,269.4427777758187,130.7059460533011,0.19819181797699859,0.5493664637156491,7.962731492194503
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID502,502,47,3875.0,90.40030826968871,85.6302997056163,0.0,21600.60205078125,9.0,9.976781928289432,1.0,,68.11099638616417,65.0,18.0,170.0,263862.0,22.513296249506983,64.23154362416108,55.0,6.0,250.0,248833.0,39.68336238312926,6.676303562209602,5.0,0.0,38.0,25864.0,3.20944918579046,252.3670624677336,255.0,0.0,255.0,977670.0,25.78057940598727,1.3675787299948374,1.0,1.0,2.0,5298.0,0.4822080765557685,0.06966858840403958,0.39409045072334303,0.6416877730742886,1.2653279240215292,0.044620315726793265,0.17770912892363416,1.0907700878960922,10.214025464326864,0.06510324393982304,0.3467039380726182,-1.4043752194298855,0.19544781941685266,19.036854698586506,6.327334983134698,-0.05547658112624203,3.00866869690456,312.7021244548178,146.96430897457122,0.18193528772228387,0.5531444071668213,8.31086946399393
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID4178,4178,0,-1.0,176.27845917001682,77.41483870582844,0.0,24000.6689453125,10.0,5.0,1.0,,65.89934762348555,62.0,22.0,155.0,70710.0,22.148900985658752,86.37651444547997,77.0,6.0,255.0,92682.0,55.484735430789016,6.170549860205033,5.0,0.0,24.0,6621.0,2.753523755887581,174.91146318732527,255.0,0.0,255.0,187680.0,118.41229116395421,1.0,1.0,1.0,1.0,1073.0,0.0,-0.0022031712735272532,-0.01313908342921848,0.38153829132846645,0.8598592251521681,-0.03281671238129521,-0.15207272251976803,0.46894333085869844,0.9431196773735925,-0.12396694214876032,-Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID580,580,47,3665.0,92.023899822547,85.63293010032376,0.0,24000.6689453125,10.0,9.694695582891777,1.0,,62.140629274965804,61.0,13.0,150.0,227124.0,21.825298516255433,58.26210670314637,47.0,7.0,255.0,212948.0,40.21634467787563,6.616689466484268,5.0,0.0,29.0,24184.0,2.9942465328605015,252.69767441860466,255.0,0.0,255.0,923610.0,24.12367179433569,1.26703146374829,1.0,1.0,2.0,4631.0,0.44246946322251185,0.04567041816058719,0.24870562967099655,0.5580265204100046,1.0377520000928007,0.04279442630447678,0.18137260916040773,1.1063139580439232,11.003810828764111,0.054077414418542476,0.2938173941641184,-0.5310161223039223,0.5016420638750451,21.828642266058733,5.432490707924581,-0.09525792982692988,4.018164676143203,295.269253405072,148.44318327299612,0.16838661710913255,0.4979922412032942,8.63875477421784
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID573,573,7,5195.0,205.5492898734091,47.75545252941738,0.0,24000.6689453125,10.0,11.548036858506071,1.0,,82.23333333333333,79.0,20.0,207.0,426791.0,27.61218792865276,138.07649325626204,134.0,7.0,255.0,716617.0,66.93942206990424,15.594797687861272,9.0,0.0,255.0,80937.0,26.471723422900276,252.34682080924856,255.0,0.0,255.0,1309680.0,25.87760346067311,2.805009633911368,3.0,2.0,3.0,14558.0,0.39623146465445114,0.057170481830221616,0.3221097672551354,0.7511878356506277,1.7696345981760855,0.27798962601548993,0.2562883026238761,0.9182072829131653,9.335744925895396,0.03968386221344056,0.5404157816185271,0.1762318862997434,-0.11851370301684779,36.90833417291722,3.6009904965753288,2.9946806391689935,10.249495023110551,418.95385934829227,184.55268376756908,0.1545736026928493,0.6692020110867597,9.016485059168364
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID575,575,45,2933.0,126.911734158657,64.36929034569577,0.0,24000.6689453125,10.0,8.678158865029337,1.0,,89.95429740791269,87.0,37.0,198.0,263746.0,24.01992147617935,45.92905866302865,40.0,2.0,210.0,134664.0,25.68187954473929,9.490791268758526,7.0,0.0,76.0,27827.0,7.032379936810803,253.17360163710777,255.0,0.0,255.0,742305.0,21.507059585125493,3.0,3.0,3.0,3.0,8796.0,0.0,0.03466210773850679,0.2509208509665966,0.4298107080315833,1.075200409787286,0.1089168880977186,0.26511012738967255,1.0224770241059928,11.902476658821682,0.04723330752278277,Infinity,2.438607953598905,0.9695952614709348,17.79230364464292,6.78995094881517,2.972700028694832,2.620387655045967,236.59472908486217,133.04925791537303,0.1679538702170203,0.5159728944820912,8.649876843935672
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID4207,4207,2,-1.0,225.4262004051706,67.75573956455077,0.0,24000.6689453125,10.0,5.0,1.0,,65.92451071761417,64.0,15.0,176.0,70737.0,25.742751576685134,129.87698042870457,130.0,14.0,255.0,139358.0,67.78074398420827,6.410065237651445,5.0,0.0,19.0,6878.0,2.923076497190379,190.596458527493,255.0,0.0,255.0,204510.0,110.84465509023356,1.1808014911463187,1.0,1.0,2.0,1267.0,0.3850330848325705,0.04813623009169406,0.23522110534219465,0.3398876566057886,0.9721266605553353,-0.06471798072331351,-0.30348318784061346,0.2792051560813051,0.7506081903463551,-0.08883595947750107,-0.5979998365382273,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID576,576,7,4394.0,187.8134506101513,50.19806955685188,0.0,26400.73583984375,11.0,10.620369765457335,1.0,,83.48974008207934,81.0,16.0,208.0,366186.0,28.32879134776965,136.19949840401276,133.0,7.0,255.0,597371.0,63.31778359392135,15.982900136798905,10.0,0.0,255.0,70101.0,28.345939672154742,253.13953488372093,255.0,0.0,255.0,1110270.0,21.704024421505068,2.9933880528955767,3.0,2.0,3.0,13129.0,0.08105385336748916,0.037160521693815805,0.21118880069151388,0.7593820505549886,1.8568634605331562,0.23609825715019958,0.2153944507047878,0.9616272952765234,11.435100613556374,0.04284882314155723,3.0348476427688773,-1.0629665545138114,-0.02978242283135473,24.450445992693098,4.502887826014904,2.982581189795196,5.429947832907035,354.34731640698885,157.62002939341016,0.1792322693951512,0.6423085363177534,8.37330344480937
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID584,584,47,4089.0,85.96064890676172,87.16648216573714,0.0,26400.73583984375,11.0,10.251735359417369,1.0,,56.62548828125,56.0,2.0,148.0,231938.0,22.17630267312213,54.5673828125,47.0,5.0,221.0,223508.0,33.636255086587745,6.269775390625,5.0,0.0,23.0,25681.0,2.911511328454103,252.447509765625,255.0,0.0,255.0,1034025.0,25.387539436353087,1.2568359375,1.0,0.0,2.0,5148.0,0.46034668513286864,0.028069768714970043,0.13943412024843205,0.5921412802447175,1.206699737877441,0.04358945722737154,0.1798934175801845,1.1835642696699504,10.779691753305944,0.03210162895317107,0.16983538217507724,-3.3950391952156447,1.0598388459197468,20.129701491311867,7.288297493519185,-0.11978820279225653,2.7619209437061762,330.1753493727343,171.5915976710209,0.14091670322698532,0.4638059066946318,9.443298001384361
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID577,577,45,3734.0,125.52651343709252,67.61559454056628,0.0,26400.73583984375,11.0,9.78175173929979,1.0,,88.13148695885991,85.0,21.0,203.0,327761.0,28.469025205435038,38.497176660392576,33.0,5.0,181.0,143171.0,20.669091145156663,7.893250873890831,6.0,0.0,54.0,29355.0,4.8505535749063995,236.82979295509546,255.0,0.0,255.0,880770.0,65.60795516793847,2.8951331002957783,3.0,1.0,3.0,10767.0,0.445858929870965,0.04796408908220923,0.28337288810209693,0.3814657905493046,1.0286152466600247,0.025409531948113982,0.08064805748640995,0.9974919552780873,3.6052400900772734,0.043231454248313456,0.5381709274196447,0.4062751177431665,1.8177870074139313,14.648791394423634,9.600952361298203,-0.12637574648089483,1.5257644078595223,300.5959640036053,149.5382241341144,0.16892291671477516,0.47594402913551853,8.62503063328986
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID579,579,2,5182.0,249.76926994512806,69.08511796442107,0.0,26400.73583984375,11.0,11.535794923253269,1.0,,76.13761822042076,72.0,0.0,224.0,394469.0,31.57859251844071,130.36537348002315,125.0,0.0,255.0,675423.0,65.04607121051328,6.398957730167921,5.0,0.0,62.0,33153.0,3.7043320765747736,253.27735958309208,255.0,0.0,255.0,1312230.0,20.889950819172217,1.0204593707778422,1.0,1.0,2.0,5287.0,0.14157914324721582,0.15060540546767776,0.6311762705145874,0.7453864804505,1.7118317705153046,-0.04584738573976094,-0.16600686840731793,0.9563895643793983,11.854095978688369,-0.09384249333197268,-1.492870992637401,-1.44148096502914,-0.5449205576829594,27.812237971620462,5.560464789672885,3.093087016444576,5.001782948661854,418.06607424853667,204.1515783163459,0.12605187398961773,0.515602448613945,9.984590981133167
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID581,581,0,4052.0,174.083787228805,77.93920665374364,0.0,26400.73583984375,11.0,10.195196158629022,1.0,,72.81869898590156,70.0,21.0,217.0,294406.0,25.766527323657666,86.80930002473411,75.0,4.0,255.0,350970.0,55.66148918336277,6.434083601286174,5.0,0.0,39.0,26013.0,3.2479271842966275,253.04476873608706,255.0,0.0,255.0,1023060.0,22.24597599591162,1.0,1.0,1.0,1.0,4043.0,0.0,0.005937628685930632,0.0333625318721802,0.47826605609624556,1.00915617670587,0.009753896460271683,0.038271282370469215,0.7705467327612185,9.900736081231289,-0.056611119763276714,-Infinity,1.3259238088101568,-0.22740103876140108,29.15754420942812,3.548079414574236,2.9875546335058885,8.21783866777598,326.5435012373707,161.9569875544749,0.1564413405126517,0.6628983370197428,8.962499979332986
20250724_20250724_Position007_20250724_20250724_Position007_corrected_xyz,ID574,574,,1117.0,4.360227834719329,40.92065098528994,0.0,26400.73583984375,11.0,5.362838220390547,1.0,,10.191928251121077,8.0,2.0,102.0,11364.0,9.010214000364808,132.75695067264573,126.0,1.0,255.0,148024.0,86.06419639389348,7.9632286995515695,5.0,0.0,44.0,8879.0,5.297393788321492,241.96412556053812,255.0,0.0,255.0,269790.0,56.187591072272454,0.0,0.0,0.0,0.0,0.0,0.0,0.05752202125830483,0.12305406530955247,0.5970407213555495,1.153327664761008,0.04609564262535942,0.13247850152314308,0.7793826671943015,3.7724366094979027,NaN,NaN,0.408743867357005,-0.3598967892760044,11.115281835421209,2.926849405372694,1.1433546761576525,3.7976951649843533,90.35231083421561,67.82581465882406,0.2468079193914992,0.6328434143583946,7.135516037133504
