SOURCE_IMAGE,LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,MEAN_INTENSITY_CH4,MEDIAN_INTENSITY_CH4,MIN_INTENSITY_CH4,MAX_INTENSITY_CH4,TOTAL_INTENSITY_CH4,STD_INTENSITY_CH4,MEAN_INTENSITY_CH5,MEDIAN_INTENSITY_CH5,MIN_INTENSITY_CH5,MAX_INTENSITY_CH5,TOTAL_INTENSITY_CH5,STD_INTENSITY_CH5,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3,CONTRAST_CH4,SNR_CH4,CONTRAST_CH5,SNR_CH5,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1194,1194,27,5469.0,75.42707482803243,81.68562723184044,0.0,3600.14501953125,2.0,11.857561095329402,1.0,,188.7892524218607,210.0,10.0,255.0,1032866.0,68.38469526333998,116.85560226649606,103.0,4.0,255.0,639317.0,74.54985685064537,19.958325717419118,16.0,0.0,128.0,109192.0,14.646664165036398,251.8771705355511,255.0,0.0,255.0,1378020.0,28.04840898419466,1.1222811186254797,1.0,1.0,2.0,6140.0,0.3276401500753763,0.08177361519452199,0.4173737775249623,0.8038014144740342,1.396988280657995,0.07213823669350702,0.18337077287745027,1.0689040249873123,9.279165872923754,-0.017145977125516177,-0.11951096584968314,1.9840111032505345,-0.9587178993199371,32.75756572258547,6.47610069068275,3.0987311154159976,5.058223657596029,441.713440996572,247.94357185402578,0.09029106426013757,0.4534007124513296,11.797297894823114
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID4771,4771,3,-1.0,81.96025055688936,82.24438827646728,0.0,3600.14501953125,2.0,5.0,1.0,,233.75489282385834,245.0,118.0,255.0,250819.0,26.135313375502335,61.31314072693383,33.0,1.0,255.0,65789.0,57.69286914274073,13.876980428704567,11.0,1.0,98.0,14890.0,10.944899369887656,117.39981360671015,0.0,0.0,255.0,125970.0,127.15858400060958,1.0,1.0,1.0,1.0,1073.0,0.0,0.10031304407118125,1.6308129142404,0.1055688144110072,0.20296038862372154,-0.1190526449902372,-0.3426906783085104,0.24593393081043505,0.36448122159306195,-0.055228394079261486,-Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1196,1196,3,4499.0,115.13067652028822,79.02562814325329,0.0,5400.217529296875,3.0,10.73405634440725,1.0,,190.52574102964118,194.0,44.0,255.0,854889.0,40.5445896360309,128.591709382661,126.0,8.0,255.0,576991.0,68.88910886679575,17.247827055939382,13.0,3.0,177.0,77391.0,14.410255551938661,249.9988856697125,255.0,0.0,255.0,1121745.0,35.363140629891596,1.0,1.0,1.0,1.0,4487.0,0.0,0.04326764662709892,0.38977885959762765,0.8244933156989467,1.6870861525288885,-0.009092362965881288,-0.021965257082713647,1.0560707420516593,7.262266771280908,-0.09445509263929516,-Infinity,-0.6087504699460611,-0.15578033350071294,30.463272866295085,3.9476798908671236,2.986004222537434,7.716753563725175,361.9741974912524,170.3844711508271,0.15668501255442235,0.6159022246635542,8.955528156108093
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1193,1193,13,3717.0,25.941587134137762,78.71137055678862,0.0,5400.217529296875,3.0,9.764665697016854,1.0,,76.057619816909,46.0,2.0,255.0,282478.0,68.46139011345696,65.99219170705439,53.0,2.0,255.0,245095.0,47.15352116142207,27.797522886375877,20.0,3.0,255.0,103240.0,31.630090544463254,252.45961227786754,255.0,0.0,255.0,937635.0,25.32820619476039,1.0883144857296716,1.0,0.0,2.0,4042.0,0.8001199830373946,0.02269896781522277,0.049315711595654975,0.6803499599328611,1.1332899631319133,0.22250790921949035,0.3199111908002061,1.0469863299443531,10.196322008439411,0.09801389690509968,0.24283378442310274,-2.4650432062249195,-0.26972281787917013,13.909680721157388,8.479530167137847,3.100257773427782,1.6403834230184025,299.546763431167,165.10355253134145,0.13808981866895217,0.5113315423296825,9.539466832271613
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1191,1191,27,1808.0,66.92259327846791,75.56537144416822,0.0,5400.217529296875,3.0,6.8067644230184134,1.0,,134.56281128943,140.0,13.0,255.0,243155.0,71.53108277796402,131.26508024349752,120.0,3.0,255.0,237196.0,82.7361013897811,32.236856668511344,26.0,3.0,255.0,58252.0,27.309580595989303,251.89540675152185,255.0,0.0,255.0,455175.0,27.97259012642564,1.5816270060874378,2.0,1.0,2.0,2858.0,0.49342858651488286,-0.16324826300999246,-0.7340272701218176,0.720260818532194,1.32855532331279,0.2003823974121469,0.3941010604091379,0.7458402544913103,7.694118639407548,-0.01464784231923406,-0.09529979038058065,-1.1882979611766422,-0.28963054176045544,11.314472850800188,6.427702138877028,3.0494797505387137,1.7602671384484718,145.55640249174445,93.70433094641122,0.20831562641754262,0.517058486238532,7.766833721245984
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1248,1248,3,4432.0,131.57722289189883,76.8980878036884,0.0,7200.2900390625,4.0,10.66803692038115,1.0,,183.23549333935426,187.0,30.0,255.0,811550.0,43.54357322091623,129.8735606231655,128.0,1.0,255.0,575210.0,68.55843219876763,17.068186949650034,13.0,2.0,210.0,75595.0,14.435238421912965,252.4666967712802,255.0,0.0,255.0,1118175.0,25.29266962590286,1.0,1.0,1.0,1.0,4429.0,0.0,0.047099817564178206,0.3785704172653961,0.8314848786339967,1.7200492559445335,-0.01285355472699473,-0.030791800933868973,1.0479193938895652,10.215377997236805,-0.1073586679199678,-Infinity,-0.5382020579761765,-0.09095073761363356,29.203839398250846,4.142966459020429,-0.1602546712978525,7.049016613365453,357.53527199247486,180.42355800927135,0.1380200787359742,0.5611857106663289,9.541876618460218
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1235,1235,,1163.0,120.1736289383462,5.052385351608341,0.0,7200.2900390625,4.0,5.461334241592859,1.0,,18.425495262704565,15.0,0.0,89.0,21392.0,14.622603114528578,71.9801894918174,41.0,0.0,255.0,83569.0,75.64677753898717,7.597760551248923,6.0,0.0,50.0,8821.0,5.957258263247336,253.4625322997416,255.0,0.0,255.0,294270.0,19.7490859708839,0.0,0.0,0.0,0.0,0.0,0.0,0.06455016418317688,0.1528113784156095,0.8272719825302061,0.8615840884155015,-0.014151551229672533,-0.03661533906392563,1.0328448070741418,13.041501944057929,NaN,NaN,0.1431537341047246,-0.02183743458813284,13.154184869715861,2.3417237631116277,0.19562903683789948,5.6173085301217975,93.70168189238444,64.91718330813416,0.279407406657252,0.6651389286737326,6.7063462874646
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1244,1244,13,2539.0,33.637358220012096,78.13288338136545,0.0,7200.2900390625,4.0,8.074738298947564,1.0,,106.3978748524203,106.0,7.0,255.0,270357.0,56.745622289523595,78.50846123573396,58.0,1.0,255.0,199490.0,64.60726010519677,24.633215269578905,19.0,0.0,239.0,62593.0,21.763041674492282,252.1900826446281,255.0,0.0,255.0,640815.0,26.625406655301337,1.4588744588744589,1.0,0.0,2.0,3707.0,0.5290581368677478,0.16764992696870834,0.5384201421938404,0.8235302603403165,1.097568727828955,0.1906548771220614,0.3624879117329881,1.1731653686783294,10.226527930868924,0.22044495689316315,0.9961540139375342,0.7259662397315162,-0.8994999389891546,12.668968090277057,8.173191941413732,-1.3792324218642071,1.5500636937306138,204.83623483451476,145.81900300743436,0.12105657967810077,0.44432773109243695,10.188511321888434
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1239,1239,27,3913.0,108.84994032678827,64.0700560716858,0.0,7200.2900390625,4.0,10.042868926190634,1.0,,139.26452599388378,138.0,18.0,255.0,546474.0,52.14577750061944,108.87181447502549,94.0,1.0,255.0,427213.0,69.80304859633337,39.48139653414883,28.0,4.0,255.0,154925.0,33.65274392346229,252.27064220183487,255.0,0.0,255.0,989910.0,26.24332976919894,2.984709480122324,3.0,2.0,3.0,11712.0,0.12272146487970627,0.004494598376508792,0.023899820470110536,0.701797052099488,1.2863964672870107,0.16426563048872517,0.33105232993515366,1.002405515977397,9.62430074423857,0.08111259451864723,3.64946242532367,0.21591695863195387,-0.54405519272948,22.486975303961003,5.843237713411004,2.9401000015804546,3.848375918773665,316.85857287640056,145.36792717261523,0.18842482918938228,0.5268737838019187,8.166498128720228
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1255,1255,,839.0,10.55639022452345,87.15173686097151,0.0,7200.2900390625,4.0,4.631544964491295,1.0,,9.597604790419162,8.0,2.0,57.0,8014.0,7.035606189088388,56.719760479041916,40.0,2.0,252.0,47361.0,47.949844198866366,23.953293413173654,21.0,3.0,119.0,20001.0,12.768984945973433,246.75449101796409,255.0,0.0,255.0,206040.0,45.13375632519834,0.06826347305389222,0.0,0.0,1.0,57.0,0.25234863695976895,-0.3719523398209237,-1.6157941412736827,0.28648795401946997,0.5268388890732489,-0.005902362823590583,-0.02227592340872002,0.67425083974715,4.4034650338188275,-0.705225831804272,-1.294363333412662,-0.0947923603600215,0.018589038191057228,12.473252672400326,1.9021145804832316,2.807767161298966,6.557571662813026,67.39095984508265,59.67123063575246,0.23783814926898206,0.7073274036425246,7.268824338373878
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1202,1202,3,4470.0,161.5477445904086,73.20699954423756,0.0,9000.362548828125,5.0,10.712494776580657,1.0,,170.00872873769023,172.0,44.0,255.0,759599.0,46.704714396887624,132.02238137869293,127.0,4.0,255.0,589876.0,75.54680271501657,16.20725156669651,13.0,1.0,140.0,72414.0,12.578671928094993,251.8610116383169,255.0,0.0,255.0,1125315.0,28.12055775719628,1.0,1.0,1.0,1.0,4468.0,0.0,0.05458452445257435,0.37681538988386126,0.8353669859405741,1.590801021617513,-0.03850104623718334,-0.10318778592689004,1.0730496315600109,9.272078901183288,-0.06647650189584994,-Infinity,1.5369221430791953,0.1384739542173837,35.140087249425676,3.4725317439508476,-0.10702194211940039,10.119443057832294,360.52145823710725,188.64550451033767,0.12730576251884101,0.6047109787464466,9.935298065257586
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1205,1205,14,2744.0,35.47836801980279,79.7675074329085,0.0,9000.362548828125,5.0,8.389922098030837,1.0,,66.91922514619883,44.0,2.0,255.0,183091.0,65.82488860094071,68.2843567251462,44.0,2.0,255.0,186826.0,60.19485352915082,30.05080409356725,25.0,4.0,229.0,82219.0,20.237709279137857,246.61184210526315,255.0,0.0,255.0,674730.0,45.490388226047656,1.1111111111111112,1.0,0.0,2.0,3040.0,0.8530453505526412,-0.21016837771711191,-0.5410328324568857,0.6313736676349537,0.8780613745137502,-0.02641223453069589,-0.08056655195759452,1.0283633576082791,5.496992150846497,-0.168982641578204,-0.5297212135683536,-5.826584926938637,1.195866227562628,31.11889908780703,2.9477496553681966,-0.22269089118998975,10.556832406420904,221.13919757548103,170.43966283009323,0.09566085553238132,0.45533859576236013,11.461403487250456
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID4429,4429,13,-1.0,21.732960719591116,75.42620064733009,0.0,9000.362548828125,5.0,5.0,1.0,,28.91053122087605,25.0,3.0,128.0,31021.0,16.896894613271954,107.60018639328985,82.0,2.0,255.0,115455.0,87.95495518591474,61.68499534016775,27.0,5.0,255.0,66188.0,68.88426867250384,148.76980428704567,255.0,0.0,255.0,159630.0,125.77196753931972,0.9375582479030755,1.0,0.0,2.0,1006.0,0.9613891159592877,-0.09854126833900717,-0.3740687859668028,0.43252823262579854,0.738744020022722,0.49695236518660607,0.5945607845929924,0.290495731149964,0.5325300443909973,0.1221195216817692,0.21226335775781902,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1198,1198,27,4247.0,139.23183340639403,54.493677137569996,0.0,9000.362548828125,5.0,10.439833501566492,1.0,,151.44148810925358,147.0,34.0,255.0,643172.0,48.44417177574565,142.78008005651049,139.0,7.0,255.0,606387.0,70.81075565899518,23.847186249117023,17.0,1.0,245.0,101279.0,20.835310890523743,253.55898281139628,255.0,0.0,255.0,1076865.0,19.117241066205235,3.0,3.0,3.0,3.0,12741.0,0.0,0.01191011248792539,0.0735880434326782,0.8122844480648308,1.8075077268966573,-0.121007197105261,-0.31513238514673747,1.0609312873268228,13.65549742502441,0.002568053415511029,Infinity,-1.8014405953446033,0.681239739560456,27.683722799804222,4.365873057306373,-0.14954854362823955,6.34093626553685,342.40257142845905,151.23737841551656,0.188117240911982,0.6177198602213162,8.173171874082236
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1265,1265,27,5696.0,165.20252298736133,51.50366313893679,0.0,10800.43505859375,6.0,12.08875367000197,1.0,,137.83837495603237,135.0,24.0,255.0,783749.0,44.0353109821588,142.97291593387266,142.0,2.0,255.0,812944.0,71.78530708256619,26.827119240239185,17.0,3.0,255.0,152539.0,30.90959683442495,251.41224059092508,255.0,0.0,255.0,1429530.0,30.03606658755032,2.9794231445655996,3.0,2.0,3.0,16941.0,0.1419753269992506,-0.01207175998433276,-0.07649697546599828,0.8087686296440634,1.7811048579686644,0.1987353085273894,0.28778120757502823,1.0027397145482995,8.381795519454702,0.047275536389819336,1.894631752080843,0.08598466088313136,0.18393223915277024,39.5266965890449,3.8499214211821937,3.0584127527340734,10.26688398666263,459.105958178147,213.1240648435968,0.12701581860921105,0.5985059708559102,9.946631445265796
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1266,1266,3,4186.0,156.0762295063103,73.79390735182795,0.0,10800.43505859375,6.0,10.36698651434735,1.0,,171.58968235013137,175.0,16.0,255.0,718446.0,50.68813869408475,134.27680917124434,129.0,5.0,255.0,562217.0,72.8628098109897,15.855982803916886,12.0,0.0,97.0,66389.0,10.972189986007795,252.74659660855028,255.0,0.0,255.0,1058250.0,23.867888391594747,1.0083592070695009,1.0,1.0,2.0,4222.0,0.0910566360990771,0.060027224081109755,0.3833946630024677,0.885850925338288,1.731324111028869,-0.039485692820779655,-0.11881349392800726,1.0953575137214326,11.07131153390642,-0.08491060594855322,-2.0550958387504896,0.860726190516739,0.23905078324072407,28.15472588776266,4.27887163157711,3.0402081735656266,6.579941702384132,337.6408149843155,172.5780845329857,0.1424601886545242,0.5406086450862572,9.392001958079561
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1267,1267,14,3456.0,45.42427350803954,77.58924874746964,0.0,10800.43505859375,6.0,9.398003081962651,1.0,,75.00261475886113,55.0,2.0,255.0,258159.0,64.41402195103107,61.08367228355607,38.0,2.0,255.0,210250.0,54.39222699048202,34.22370714700755,26.0,4.0,220.0,117798.0,27.06698797932322,248.40644973852412,255.0,0.0,255.0,855015.0,40.47661548700743,1.4355026147588612,2.0,0.0,3.0,4941.0,0.951937344614779,-0.1632700229447444,-0.4544091922572535,0.6177154573879904,0.8576392085488588,0.14007237398092737,0.3106970886397403,0.9731421126449712,6.053500374214238,-0.07199796172041573,-0.233989780756708,-2.8654173544081636,1.1238837109668638,37.06278153844642,2.7290518783648663,-0.23492285263278156,13.580827038236038,277.47319754178955,199.84845576760634,0.08730302847661742,0.5608025446537812,11.997486705297092
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID4435,4435,13,-1.0,20.880687750195385,52.69890855020615,0.0,10800.43505859375,6.0,5.0,1.0,,7.5013979496738115,7.0,2.0,26.0,8049.0,4.885274085930086,16.53681267474371,14.0,1.0,121.0,17744.0,13.841951561844025,7.597390493942218,7.0,0.0,34.0,8152.0,4.283785017907462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06600610472767954,-0.21703178032948214,0.1929683759086189,0.3864930491684648,0.11188483318340163,0.3569260037876514,-1.0,-Infinity,NaN,NaN,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1232,1232,14,3716.0,36.78583322346007,76.40130504363928,0.0,12600.507568359375,7.0,9.770583477518528,1.0,,87.562197092084,62.0,2.0,255.0,325206.0,70.94932080295163,103.89795368874529,84.0,1.0,255.0,385877.0,71.51132968429005,40.370490037695205,26.0,1.0,255.0,149936.0,46.79676306740552,252.39095315024232,255.0,0.0,255.0,937380.0,25.664706720076747,1.3928379106085083,2.0,0.0,2.0,5173.0,0.8129456019250137,0.06234058148126509,0.1448456578550701,0.740800353456267,1.2365575999478184,0.253310634090629,0.34871682374287355,1.0979034262988745,10.293098334157017,0.0663754193013227,0.2132879110101191,2.0624209510326,0.40926924340736814,21.450808393858587,5.933098518278516,3.051814424570058,3.6154478688957488,299.9099482447033,178.93257214566947,0.11771232181768915,0.49882542452513584,10.332227711300742
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID4448,4448,13,-1.0,17.471595872612465,75.14210949611605,0.0,12600.507568359375,7.0,5.0,1.0,,20.20969245107176,18.0,2.0,77.0,21685.0,11.47351830898738,118.03261882572228,104.0,1.0,255.0,126649.0,86.37630195543971,60.95806150978565,26.0,5.0,255.0,65408.0,76.50328688168514,175.38676607642125,255.0,0.0,255.0,188190.0,118.22069582655361,0.1211556383970177,0.0,0.0,2.0,130.0,0.4773310506459952,0.015064320578429324,0.05228162451872079,0.5173981612913072,0.9318859408318785,0.5174804743763318,0.5434403795056996,0.6648132714800217,1.1848611397110234,-0.5976818533494883,-0.7541441869065649,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1217,1217,27,5333.0,160.3900046443656,52.332227209065934,0.0,12600.507568359375,7.0,11.727942562766916,1.0,,136.49747899159664,133.0,22.0,255.0,730944.0,51.09718982841715,146.71521942110178,146.0,3.0,255.0,785660.0,75.05659763316118,25.27282913165266,18.0,1.0,255.0,135336.0,24.40193258541982,245.14285714285714,255.0,0.0,255.0,1312740.0,49.16156517953517,3.0,3.0,3.0,3.0,16065.0,0.0,0.08886865138812462,0.43604439160901837,0.8152146866611918,1.7557403413366384,0.02098286597237038,0.04257022901424669,1.0400644773967436,5.084402314677434,0.05008669480158337,Infinity,2.094076761926649,0.018857042585253666,26.32220770299093,6.125530418064313,-0.2229934911295747,4.297131171753912,432.10922037194337,203.088286309296,0.13165387535709835,0.5835104353986162,9.769854777429677
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1227,1227,3,4616.0,141.8069506054743,79.59062884848272,0.0,12600.507568359375,7.0,10.900301622274862,1.0,,154.5948462537895,168.0,11.0,255.0,713919.0,63.712178632974265,127.01992204417496,123.0,5.0,255.0,586578.0,72.01293437711642,16.323733217843223,13.0,0.0,159.0,75383.0,11.866076552988574,252.62559549588568,255.0,0.0,255.0,1166625.0,24.494188507783278,1.0,1.0,1.0,1.0,4618.0,0.0,0.1630706563516594,0.680412481516965,1.012892971643394,1.775146513568941,-0.12613768679477022,-0.3971405111930149,1.2769222963872255,11.568060477892512,-0.2104665682824384,-Infinity,1.9410283927548257,1.8872076783516223,23.190034738089565,10.151559878551899,-0.09613167007222306,2.2843814167993246,373.2732805790513,203.52331126884863,0.1132422390911463,0.39749043874350093,10.534179347146202
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1222,1222,6,2454.0,270.5212880484718,56.88821197997747,0.0,12600.507568359375,7.0,7.943224334376668,1.0,,53.1069387755102,50.0,0.0,160.0,130112.0,26.88288030679668,143.5130612244898,141.0,0.0,255.0,351607.0,74.4350111086352,17.42408163265306,13.0,0.0,188.0,42689.0,14.222038740869188,253.54285714285714,255.0,0.0,255.0,621180.0,19.224958257644158,1.997142857142857,2.0,1.0,2.0,4893.0,0.05338672976944715,-0.14920599515846644,-0.6928948256894426,0.6167729038778906,1.4710262762630764,0.07835245204867738,0.17803684829152122,0.7902392248468258,11.642962121091157,0.06343687998600225,4.46309268253839,-0.030129022028132422,-0.0877648967045377,16.08911284414642,4.260370738115778,-0.023720863150640523,3.7764583960273153,198.21820045451872,102.21177201776473,0.23842487183646707,0.6590634643767609,7.259875166663816
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1225,1225,3,4716.0,134.46141610833234,79.17783959257551,0.0,14400.580078125,8.0,11.016346600534026,1.0,,163.91322751322753,171.0,11.0,255.0,774490.0,52.86651912973117,119.72571428571429,113.0,5.0,255.0,565704.0,69.63339424998883,14.975449735449736,12.0,2.0,122.0,70759.0,11.357752877082461,251.6,255.0,0.0,255.0,1188810.0,29.2510014158032,1.0,1.0,1.0,1.0,4725.0,0.0,0.07264501429208531,0.4199649792911552,0.8692608821989017,1.5991164315520172,-0.0567385765187427,-0.15862214439533495,1.1347985959370104,9.144538124350385,-0.14486545191263425,-Infinity,2.4393522535442327,2.8130956609001396,25.56880633959144,9.65358646893873,3.0390142464711056,2.6486328601148745,381.2633464768511,206.6097674575166,0.11223626911446953,0.37055339843903184,10.581282786900001
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID4441,4441,13,-1.0,13.778413005230968,75.14210949611605,0.0,14400.580078125,8.0,5.0,1.0,,15.461323392357874,14.0,2.0,63.0,16590.0,7.800607809794225,122.06150978564771,109.0,3.0,255.0,130972.0,89.8722348730499,69.87232059645852,29.0,3.0,255.0,74973.0,80.21983268430002,185.60577819198508,255.0,0.0,255.0,199155.0,113.54287047952755,0.0,0.0,0.0,0.0,0.0,0.0,0.03521702433468902,0.13485574985806362,0.5976208998732153,1.0160971551843923,0.6535846222689154,0.6885394236526154,0.4058514878897351,0.9438203046047784,-1.0,-Infinity,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1212,1212,27,4735.0,142.8561716176952,56.891789022825044,0.0,14400.580078125,8.0,11.026835586713828,1.0,,107.12304769945125,102.0,17.0,251.0,507549.0,42.89541129974736,168.650696496412,182.0,8.0,255.0,799067.0,71.36960575369974,23.49704516673702,18.0,3.0,255.0,111329.0,22.388807456186345,250.26382439848038,255.0,0.0,255.0,1185750.0,34.43172431536059,3.0,3.0,3.0,3.0,14214.0,0.0,-0.0702513691835465,-0.37739081395441937,0.857828373006395,2.1822256311289827,-0.04946812202640508,-0.10923731654355298,1.0242603900992333,7.355518654446179,0.022296891875675046,Infinity,-0.31695848567448537,0.12329441991864278,27.9487591971352,4.621066486643388,2.919925373890065,6.048118822336267,381.98971610392374,166.6429537892321,0.1728572601808607,0.6381716443066136,8.52631001525015
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1228,1228,14,1520.0,18.399538669810624,83.34639738074601,0.0,14400.580078125,8.0,6.229354002812477,1.0,,24.076108537392454,14.0,2.0,198.0,36379.0,24.58864551826002,85.38517538054269,69.0,5.0,255.0,129017.0,63.96960074770058,20.00397088021178,17.0,4.0,160.0,30226.0,12.561424608505918,248.08074123097288,255.0,0.0,255.0,374850.0,41.44480211355436,0.5625413633355394,0.0,0.0,2.0,850.0,0.6759050058479525,-0.4572961428221993,-1.6501229788756777,0.7033320453913491,1.1023002820911294,-0.027679337480249446,-0.09066788583808472,0.9015785350769383,5.675998514346174,-0.2099524479147583,-0.44235048213706474,0.07896116189103211,0.002480511478720919,18.953570202882364,2.0880528210772615,2.8134061803941828,9.077150736590992,121.90903574370948,84.2131052578211,0.2160162371530895,0.7630714826976503,7.627140272205159
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1215,1215,6,3820.0,258.87716475906785,58.183555512455776,0.0,14400.580078125,8.0,9.907661625222259,1.0,,50.963417820747324,46.0,6.0,178.0,195037.0,27.849958675866695,148.12281160177685,146.0,5.0,255.0,566866.0,68.67944182097978,19.140580088842434,15.0,2.0,145.0,73251.0,15.207008315615084,253.667363470081,255.0,0.0,255.0,970785.0,18.388440663946746,1.9736085706819964,2.0,1.0,2.0,7553.0,0.16031730301930222,-0.13865365691681997,-0.5891386301590209,0.6899148194176363,1.760985764119389,0.0920546184941556,0.2121986079298929,0.7960276364357649,12.228264348995014,0.057885747949814485,1.3472354529128958,-0.766366445891097,-0.13921187640095697,25.757033305598224,3.8694593985948913,3.101243086522331,6.656494009202247,308.38426056055204,134.02201194981782,0.2157495018540333,0.7296161924766087,7.631853606678245
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID4616,4616,14,-1.0,19.74432379100108,82.81257057889538,0.0,16200.652587890625,9.0,5.0,1.0,,10.616029822926375,10.0,2.0,35.0,11391.0,4.310890007391297,49.027027027027025,31.0,3.0,182.0,52606.0,41.63812448525331,21.13420316868593,18.0,4.0,97.0,22677.0,12.808676613502314,144.25442684063373,255.0,0.0,255.0,154785.0,126.45331840821056,0.38397017707362535,0.0,0.0,2.0,412.0,0.5252969016952784,-0.4780891775693043,-4.511674857193784,0.12908167240212695,0.2692239059296961,-0.019313797451622948,-0.0649904015289371,0.2624083408632014,0.47424929567640506,-0.17972082833159422,-0.32030179896345046,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
20251017_20251017_Position008_20251017_20251017_Position008_corrected_xyz,ID1218,1218,6,3615.0,233.81893301828444,58.94427533314307,0.0,16200.652587890625,9.0,9.634888130037464,1.0,,52.082180409518536,43.0,8.0,176.0,188225.0,32.49706747577175,158.35500830105147,162.0,7.0,255.0,572295.0,73.50155573054387,23.45213060320974,17.0,2.0,252.0,84756.0,20.997866185229032,253.3065855008301,255.0,0.0,255.0,915450.0,20.714047637221974,2.0318206972883233,2.0,1.0,3.0,7343.0,0.3542242881790702,-0.1321877424916022,-0.4882479030780763,0.8554195885829526,1.9865629037004815,-0.04600198670099234,-0.10771253667024643,1.004653757361796,12.25712305632932,1.5819884070896725E-4,0.0018145612680360822,1.1907766800145994,0.11664099885677875,26.021427069040126,3.558253763719633,0.017861061002655276,7.312976756845621,291.6374052697081,125.76165633795058,0.23171630389836426,0.7604166666666666,7.364217991735883
